RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
336,"Terrence Ross, SG",ORL,24,25,-2.17,0.46,-1.71,0.56
337,"Taurean Prince, SF",ATL,82,30,0.04,-1.76,-1.72,2.25
338,"Bryn Forbes, SG",SA,80,19,0.41,-2.13,-1.72,1.35
339,"Josh Magette, G",ATL,18,12,-1.41,-0.31,-1.72,0.19
340,"Damien Wilkins, SG",IND,19,8,-1.79,0.06,-1.73,0.11
341,"Alfonzo McKinnie, SF",TOR,14,3.8,-1.7,-0.04,-1.74,0.05
342,"Alex Poythress, SF",IND,25,4.2,-1.81,0.07,-1.74,0.09
343,"Noah Vonleh, PF",CHI/POR,54,16.2,-3.18,1.44,-1.74,0.78
344,"Devin Robinson, SF",WSH,1,13,-1.53,-0.21,-1.74,0.01
345,"Greg Monroe, C",BOS/MIL/PHX,51,20.4,-1.13,-0.63,-1.76,0.91
346,"Daniel Hamilton, SG",OKC,6,4.7,-1.7,-0.06,-1.76,0.02
347,"Derrick Jones Jr., SF",MIA/PHX,20,12.3,-1.06,-0.7,-1.76,0.03
348,"D.J. Wilson, PF",MIL,22,3.2,-2.08,0.31,-1.77,0.06
349,"Dante Cunningham, SF",NO/BKN,73,21.4,-1.74,-0.04,-1.78,1.37
350,"Dennis Schroder, PG",ATL,67,31,0.84,-2.63,-1.79,1.79
351,"Luke Kornet, PF",NY,20,16.4,-1.76,-0.03,-1.79,0.28
352,"Omer Asik, C",NO/CHI,18,10.1,-2.61,0.81,-1.8,0.15
353,"Jordan Clarkson, PG",CLE/LAL,81,23.3,-0.05,-1.75,-1.8,1.63
354,"Bogdan Bogdanovic, SG",SAC,78,27.9,0.32,-2.13,-1.81,1.8
355,"Scotty Hopson, G",DAL,1,8,-1.79,-0.03,-1.82,0.01
356,"Myke Henry, F",MEM,20,18.9,-1.55,-0.27,-1.82,0.31
357,"Monte Morris, PG",DEN,3,8.3,-1.42,-0.4,-1.82,0.02
358,"Shaun Livingston, PG",GS,71,15.9,-1.63,-0.21,-1.84,0.95
359,"Quincy Acy, F",BKN,70,19.4,-1.46,-0.38,-1.84,1.12
360,"Rashad Vaughn, G",MIL/BKN/ORL,28,7.6,-1.19,-0.65,-1.84,0.14
361,"Luis Montero, SG",DET,2,4,-1.51,-0.35,-1.86,0.01
362,"Marcus Paige, G",CHA,5,5.6,-1.47,-0.4,-1.87,0.02
363,"Marcus Morris, PF",BOS,54,26.7,-0.59,-1.29,-1.88,1.15
364,"Mike Scott, PF",WSH,76,18.5,-0.22,-1.67,-1.89,1.11
365,"Chris Boucher, PF",GS,1,1,-1.62,-0.27,-1.89,0
366,"Harrison Barnes, SF",DAL,77,34.2,-0.49,-1.41,-1.9,2.04
367,"Dorian Finney-Smith, SF",DAL,21,21.3,-2.61,0.71,-1.9,0.35
368,"PJ Dozier, PG",OKC,2,1.5,-1.76,-0.14,-1.9,0
369,"Garrett Temple, SG",SAC,65,24.8,-1.56,-0.37,-1.93,1.21
370,"Ryan Arcidiacono, PG",CHI,24,12.7,-1.94,-0.03,-1.97,0.23
371,"Isaiah Taylor, G",ATL,67,17.4,-1.18,-0.79,-1.97,0.88
372,"C.J. Williams, SG",LAC,38,18.6,-1.82,-0.2,-2.02,0.5
373,"Damyean Dotson, SG",NY,44,10.8,-2.07,0.05,-2.02,0.34
374,"Edmond Sumner, PG",IND,1,2,-1.57,-0.45,-2.02,0
375,"Mario Hezonja, SF",ORL,75,22.1,-0.74,-1.3,-2.04,1.16
376,"Troy Williams, SG",HOU/NY,21,14.6,-2.11,0.07,-2.04,0.01
377,"Chandler Parsons, SF",MEM,36,19.2,-0.08,-1.97,-2.05,0.47
378,"Tony Snell, SG",MIL,75,27.4,-0.09,-1.96,-2.05,1.41
379,"Sterling Brown, SG",MIL,54,14.4,-2.72,0.67,-2.05,0.53
380,"Elfrid Payton, PG",ORL/PHX,63,28.7,-0.11,-1.95,-2.06,1.27
381,"Treveon Graham, SG",CHA,63,16.7,-1.32,-0.74,-2.06,0.71
382,"Caris LeVert, SG",BKN,71,26.3,-0.58,-1.49,-2.07,1.27
383,"Jonathan Isaac, PF",ORL,27,19.8,-3.86,1.78,-2.08,0.36
384,"Justin Anderson, SG",PHI,38,13.7,-1.6,-0.49,-2.09,0.35
385,"Ben Moore, PF",IND,2,4.5,-1.72,-0.38,-2.1,0.01
386,"Kadeem Allen, SG",BOS,18,5.9,-2.2,0.1,-2.1,0.07
387,"Robin Lopez, C",CHI,64,26.4,-2.84,0.71,-2.13,1.08
388,"Jae Crowder, PF",CLE/UTAH,80,26.1,-0.94,-1.19,-2.13,1.33
389,"Quinn Cook, PG",GS,33,22.4,-0.1,-2.03,-2.13,0.48
390,"Johnny O'Bryant III, PF",CHA,36,10.5,-3.07,0.94,-2.13,0.23
391,"Alex Caruso, SG",LAL,37,15.2,-2.24,0.1,-2.14,0.36
392,"James Young, G",PHI,6,10.2,-2,-0.15,-2.15,0.04
393,"Markelle Fultz, PG",PHI,14,18.1,-2.52,0.36,-2.16,0.17
394,"Aaron Jackson, F",HOU,1,35,-1.82,-0.35,-2.17,0.02
395,"Ramon Sessions, G",NY/WSH,28,14,-2.2,0.01,-2.19,0.1
396,"Doug McDermott, SF",DAL/NY,81,21.8,-0.43,-1.76,-2.19,1.05
397,"Bruno Caboclo, SF",SAC/TOR,12,8.9,-2.16,-0.05,-2.21,0.06
398,"James Ennis III, SF",DET/MEM,72,22.3,-1,-1.22,-2.22,0.9
399,"Richard Jefferson, F",DEN,20,8.2,-2.35,0.12,-2.23,0.09
400,"Markel Brown, G",HOU,4,7.8,-1.71,-0.52,-2.23,0.02
401,"Darrun Hilliard, G",SA,14,6.8,-1.88,-0.36,-2.24,0.05
402,"Dwight Buycks, G",DET,29,14.7,-1.98,-0.27,-2.25,0.23
403,"Derrick Walton Jr., G",MIA,16,9.2,-1.65,-0.62,-2.27,0.08
404,"JR Smith, SG",CLE,80,28.1,-0.06,-2.23,-2.29,1.2
405,"Walt Lemon Jr., PG",NO,5,7,-1.77,-0.55,-2.32,0.01
406,"Juan Hernangomez, PF",DEN,25,11.1,-2.1,-0.22,-2.32,0.14
407,"Alec Burks, SG",UTAH,64,16.5,-0.69,-1.64,-2.33,0.53
408,"Xavier Munford, G",MIL,6,3.5,-1.79,-0.54,-2.33,0.01
409,"Charles Cooke, G",NO,13,2.9,-2.21,-0.12,-2.33,0.02
410,"Marquis Teague, G",MEM,3,24.7,-1.84,-0.51,-2.35,0.04
411,"Chris McCullough, PF",WSH,19,4.7,-1.97,-0.41,-2.38,0.04
412,"TJ Warren, SF",PHX,65,33,-0.29,-2.1,-2.39,1.04
413,"D'Angelo Russell, PG",BKN,48,25.7,0.23,-2.65,-2.42,0.57
414,"Brandon Paul, G",SA,64,9,-3.01,0.58,-2.43,0.26
415,"Marcus Georges-Hunt, SG",MIN,42,5.3,-1.78,-0.66,-2.44,0.1
416,"Nick Young, G",GS,80,17.4,-0.05,-2.4,-2.45,0.62
417,"Briante Weber, G",HOU/MEM,18,13.2,-1.58,-0.87,-2.45,0.05
418,"Wayne Selden, SG",MEM,35,19.7,-0.89,-1.56,-2.45,0.3
419,"Solomon Hill, SF",NO,12,15.6,-2.63,0.16,-2.47,0.09
420,"Tyrone Wallace, SG",LAC,30,28.4,-2.41,-0.07,-2.48,0.37
421,"Henry Ellenson, PF",DET,38,8.7,-2.85,0.37,-2.48,0.14
422,"Milton Doyle, G",BKN,10,12.5,-2.28,-0.22,-2.5,0.05
423,"Cheick Diallo, PF",NO,52,11.2,-1.64,-0.88,-2.52,0.23
424,"Wesley Matthews, SG",DAL,63,33.8,-0.51,-2.03,-2.54,0.79
425,"Malcolm Delaney, G",ATL,54,18.8,-1.51,-1.03,-2.54,0.38
426,"Frank Mason III, PG",SAC,52,18.9,-0.88,-1.71,-2.59,0.32
427,"Jordan Mickey, F",MIA,23,12.3,-2.67,0.04,-2.63,0.09
428,"Georgios Papagiannis, C",POR/SAC,17,7.2,-2.17,-0.46,-2.63,0.04
429,"Frank Ntilikina, PG",NY,78,21.9,-2.6,-0.05,-2.65,0.52
430,"Demetrius Jackson, PG",HOU/PHI,15,5.3,-2.28,-0.4,-2.68,0.02
431,"Avery Bradley, SG",DET/LAC,46,31.2,-2.18,-0.53,-2.71,0.38
432,"Isaiah Hicks, PF",NY,18,13.3,-2.48,-0.23,-2.71,0.06
433,"Ivan Rabb, PF",MEM,36,14.3,-1.34,-1.39,-2.73,0.13
434,"Jake Layman, SF",POR,35,4.6,-2.34,-0.41,-2.75,0.04
435,"Zach Randolph, PF",SAC,59,25.6,-0.83,-1.94,-2.77,0.33
436,"Jamel Artis, SG",ORL,15,18.6,-2.42,-0.35,-2.77,0.06
437,"Matthew Dellavedova, PG",MIL,38,18.7,-1.53,-1.25,-2.78,0.15
438,"Tarik Black, C",HOU,51,10.5,-3.31,0.5,-2.81,0.11
439,"Jalen Jones, F",NO/DAL,16,11.3,-1.6,-1.21,-2.81,0.03
440,"Timothe Luwawu-Cabarrot, SG",PHI,52,15.5,-2.02,-0.79,-2.81,0.17
441,"Lance Thomas, SF",NY,73,18.5,-2.87,0.03,-2.84,0.24
442,"London Perrantes, G",CLE,14,4.7,-2.1,-0.77,-2.87,0.01
443,"Jabari Parker, PF",MIL,31,24,-1.18,-1.7,-2.88,0.12
444,"Deyonta Davis, C",MEM,62,15.2,-1.38,-1.5,-2.88,0.15
445,"Jodie Meeks, SG",WSH,77,14.5,-0.57,-2.32,-2.89,0.17
446,"David Nwaba, SG",CHI,70,23.5,-1.56,-1.33,-2.89,0.25
447,"Nik Stauskas, SG",BKN/PHI,41,12.8,-2.03,-0.87,-2.9,0.07
448,"Antonio Blakeney, SG",CHI,19,16.5,-1.79,-1.13,-2.92,0.04
449,"Jaylen Morris, SG",ATL,6,16.3,-2.38,-0.55,-2.93,0.01
450,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
451,"DeAndre Liggins, G",NO/MIL,58,12.5,-2.59,-0.35,-2.94,0.05
452,"Xavier Rathan-Mayes, SG",MEM,5,23.6,-2.42,-0.53,-2.95,0.01
453,"Jarell Martin, PF",MEM,73,22.8,-2.52,-0.46,-2.98,0.15
454,"Joffrey Lauvergne, F",SA,55,9.7,-2.58,-0.42,-3,0.04
455,"Tyler Ulis, G",PHX,71,23.4,-1.55,-1.45,-3,0.14
456,"Torrey Craig, SF",DEN,39,16.1,-2.17,-0.84,-3.01,0.05
457,"Brandon Jennings, G",MIL,14,14.6,-2.01,-1.06,-3.07,0.01
458,"Dion Waiters, SG",MIA,30,30.6,-2.24,-0.83,-3.07,0.03
459,"Justin Jackson, SF",SAC,68,22.1,-2.18,-0.89,-3.07,0.05
460,"Dennis Smith Jr., PG",DAL,69,29.7,-0.92,-2.17,-3.09,0.05
461,"Jonathon Simmons, SF",ORL,69,29.4,-0.58,-2.52,-3.1,0.03
462,"Furkan Korkmaz, SG",PHI,14,5.7,-1.94,-1.16,-3.1,0
463,"Gorgui Dieng, C",MIN,79,16.9,-2.36,-0.75,-3.11,0.01
464,"Jawun Evans, PG",LAC,48,16.2,-2.88,-0.23,-3.11,0.01
465,"DeAndre' Bembry, SF",ATL,26,17.5,-2.94,-0.18,-3.12,0
466,"Evan Turner, SG",POR,79,25.7,-2.37,-0.78,-3.15,-0.03
467,"JaMychal Green, PF",MEM,55,28,-2.01,-1.16,-3.17,-0.04
468,"Skal Labissiere, PF",SAC,60,20.7,-2.17,-1.03,-3.2,-0.06
469,"John Holland, SG",CLE,24,7.3,-2.35,-0.86,-3.21,-0.01
470,"Malik Beasley, SG",DEN,62,9.5,-2.09,-1.12,-3.21,-0.03
471,"Zach LaVine, PG",CHI,24,27.3,-1.16,-2.14,-3.3,-0.08
472,"Sean Kilpatrick, G",CHI/LAC/MIL/BKN,52,12.3,-2.37,-0.94,-3.31,-0.02
473,"Josh Huestis, F",OKC,69,14.2,-3.89,0.58,-3.31,-0.11
474,"Lance Stephenson, SG",IND,82,22.6,-0.32,-3.01,-3.33,-0.24
475,"Corey Brewer, F",LAL/OKC,72,16.8,-2.77,-0.61,-3.38,-0.12
476,"Aaron Brooks, G",MIN,32,5.9,-1.86,-1.54,-3.4,-0.03
477,"Jahlil Okafor, C",BKN/PHI,28,12.6,-3.24,-0.19,-3.43,-0.07
478,"Jason Smith, PF",WSH,33,8.6,-3.6,0.15,-3.45,-0.06
479,"Thon Maker, PF",MIL,74,16.7,-2.26,-1.29,-3.55,-0.33
480,"Josh Gray, PG",PHX,5,17.2,-2.54,-1.03,-3.57,-0.03
481,"Derrick Rose, PG",CLE/MIN,25,16.8,-1.82,-1.77,-3.59,-0.09
482,"Zhou Qi, PF",HOU,18,6.9,-3.26,-0.36,-3.62,-0.04
483,"Malachi Richardson, SG",SAC/TOR,26,12.5,-2.63,-1,-3.63,-0.1
484,"Tony Parker, PG",SA,55,19.5,-2.16,-1.49,-3.65,-0.35
485,"Ian Clark, SG",NO,74,19.6,-1.42,-2.26,-3.68,-0.52
486,"Wesley Iwundu, SF",ORL,62,16.5,-3.79,0.11,-3.68,-0.36
487,"Dragan Bender, PF",PHX,82,25.2,-2.94,-0.74,-3.68,-0.76
488,"Zach Collins, PF",POR,66,15.8,-2.85,-0.83,-3.68,-0.36
489,"Joe Young, G",IND,53,10.5,-1.92,-1.77,-3.69,-0.2
490,"Quincy Pondexter, SF",CHI,23,8.5,-3.23,-0.47,-3.7,-0.07
491,"Norman Powell, SF",TOR,70,15.2,-2.58,-1.12,-3.7,-0.39
492,"Dwayne Bacon, SG",CHA,53,13.5,-3.99,0.25,-3.74,-0.28
493,"Tristan Thompson, PF",CLE,53,20.2,-2.45,-1.33,-3.78,-0.45
494,"Miles Plumlee, C",ATL,55,16.7,-4.41,0.58,-3.83,-0.42
495,"Josh Jackson, SF",PHX,77,25.4,-2.37,-1.48,-3.85,-0.94
496,"Kay Felder, PG",CHI/DET,16,8.8,-2.6,-1.39,-3.99,-0.08
497,"Joe Johnson, G",HOU/UTAH,55,21.9,-3.16,-0.89,-4.05,-0.38
498,"Shabazz Muhammad, F",MIL/MIN,43,9.7,-2,-2.07,-4.07,-0.26
499,"T.J. Leaf, PF",IND,53,8.6,-1.9,-2.17,-4.07,-0.28
500,"Davon Reed, SG",PHX,21,11.5,-3.46,-0.76,-4.22,-0.18
501,"Isaiah Thomas, PG",CLE/LAL,32,26.9,-0.59,-3.64,-4.23,-0.63
502,"Rodney Hood, SG",CLE/UTAH,60,26.9,-0.49,-3.74,-4.23,-1.14
503,"De'Aaron Fox, PG",SAC,73,27.8,-1.56,-2.71,-4.27,-1.48
504,"Terrance Ferguson, SG",OKC,61,12.5,-1.83,-2.45,-4.28,-0.55
505,"Arron Afflalo, G",ORL,53,12.9,-2.93,-1.37,-4.3,-0.51
506,"Ben McLemore, SG",MEM,56,19.5,-2.69,-1.69,-4.38,-0.85
507,"Rodney Purvis, G",ORL,16,18.1,-3.11,-1.28,-4.39,-0.24
508,"Jerryd Bayless, PG",PHI,39,23.7,-2.56,-1.86,-4.42,-0.79
509,"Tyler Dorsey, SG",ATL,56,17.4,-1.35,-3.09,-4.44,-0.84
510,"Troy Daniels, SG",PHX,79,20.5,0.08,-4.55,-4.47,-1.43
511,"Bismack Biyombo, C",ORL,82,18.2,-4.37,-0.68,-5.05,-1.83
512,"Cristiano Felicio, PF",CHI,55,17.8,-3.62,-1.64,-5.26,-1.34
513,"Jameer Nelson, G",NO/DET,50,20.3,-2.67,-2.6,-5.27,-1.37
514,"Abdel Nader, SF",BOS,48,10.9,-4.01,-1.37,-5.38,-0.77
515,"Paul Zipser, F",CHI,54,15.2,-4.43,-0.99,-5.42,-1.19
516,"Jamal Crawford, G",MIN,80,20.7,-0.06,-5.37,-5.43,-2.41
517,"Patrick McCaw, G",GS,57,16.9,-2.96,-2.58,-5.54,-1.51
518,"Malik Monk, SG",CHA,63,13.5,-1.53,-4.06,-5.59,-1.36
519,"Semi Ojeleye, PF",BOS,73,15.8,-4.67,-1.25,-5.92,-2.03
520,"Emmanuel Mudiay, PG",DEN/NY,64,19.4,-2.41,-3.68,-6.09,-2.43
